,FileName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
1031,i2sRHf9m5KM_28_42,A dog climbs into an open clothes dryer.,A dog climbs in a dryer.,A dog climbs into a dryer.,A dog climbs into a washing machine and is looking out the door.,A dog climbed into a clothes washing machine.,A bull dog is jumping into a washing machine.,A dog is getting into a washing machine.,A dog is getting into a drier.,A dog is in a washing machine.,A dog is climbing into a washing machine.,The dog climbed into the dryer.,The puppy went into the dryer.,A dog gets in the dryer.,The dog crawled into the dryer.,the dog get in to the washing machine and sit,A dog climbs into a washer.,A small dog tries to jump into a home dryer and gets in.,Except for the first 2 words nothing resembles the﻿ lambada song. The song from ghayal 'sochna kya jo bhi hoga' from ghayal is a copy of the lambada song.. Just listen to this one and the lambada tune.. not much similarities,a dog is playing,the dog is going the washing machine,A dog jumps into a washing machine.,A dog is entering into the washing machine,A puppy getting inside a washing machine.,A cute dog in washing machine dryer,the dog is doing the something,a dog is going into washing machine,The dog climbed into the dryer.,The puppy jumped into the dryer.,A dog jumps into a washing machine.,A DOG IS SITTING INTO THE WASH MACHINE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,fkONJEgTNJY_25_35,A dog is standing on the steps of a swimming pool playing with the foamy water created by a garden hose.,A dog drinks from a swimming pool.,A dog is drinking water out of a swimming pool.,A dog is drinking a water from swimming pool.,A dog is playing in the water in a swimming pool.,A dog is playing in pool's water.,A pug is playing in pool water.,A dog is playing with a water jet.,A dog is playing in a pool.,A dog is playing in water.,A dog is drinking water from a swimming pool.,The dog tried to get the spray from the hose in the pool.,The dog is playing the the water.,A dog plays with the water jet in a pool.,The dog tried to get the spray from the hose in the pool.,a animal is playing with water,A dog is playing in a pool.,featuring  a dog,A pug dog is playing with the water jet in the pool.,A dog is drinking water.,A dog is playing with water.,"A dog near a pool side, playing in water.",A dog is playing with a hose in a swimming pool.,A dog is playing with water.,A dog is searching on the water,A dog is playing with the jet in a pool.,The dog tried to get the spray from the hose in the pool.,The dog is playing with the water.,the dog is playing with water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,zWVQImPY2Cc_27_44,A man is cleaning his sink.,A man adds a scoop of Oxi Clean powder to a sink half filled with warm water and mixes it with his hand.,A man is adding some detergent to sink full of water.,A man is mixing Oxi Clean and water in a sink.,A man is pouring a scoop of OxiClean into a sink of water and stirring with his hand.,A man pours a scoop of Oxi Clean into a sink which is filling with water.,A man pours cleaner in his sink.,A man pours detergent into a sink full of water.,A man scoops Oxiclean into a sink filled with water.,A person fills a sink with water and soap.,A person is pouring Oxi Clean powder into a sink full of water.,A person is pouring OxiClean into the kitchen sink.,A spoonfull of detergent is added to a sink filled with water.,Someone is putting cleaner into a sink of water.,Someone is putting cleaning solution into water.,Someone poured oxi clean into a sink of water.,Someone put oxi clean in a sink of water.,The man mixed Oxi Clean with water.,A man pours oxi clean into a sink full of water.,A man show oxi clean surf,A person remove and apply personalized wine bottle labels DIY,a women is mixing washing powder into water,mixing cleaning detergent in the water,someone sprinkle oxi clean on water,A  man is putting the oxiclean into the water and stirring well to remove the label in the wine bottle,A lady trying to clean some utensils in a kitchen sink with a washing powder.,A man dissolves Oxi-Clean in a sink full of water.,A man is cleaning with oxi-clean.,A man is doing a demonstration.,A man is mixing Oxy Clean in water.,A man is pouring washing powder into a sink.,A man is putting soap into a sink full of water.,A man is taking the oxy clean in his hands.,A man is washing the washing area.,A man is washing wine bottle.,A wine bottle is placed in the washing room.,A woman mix somekind of detergent in sink to clean the wine bottle.,Basin is cleaned by a man.,Somebody is cleaning the basin.,the person is showing the how to clean the wash basin,A man cleaning a Washbasin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,uO7Eysrs8_k_80_90,A man rides a street bike through the town.,A man gets on a motorcycle and rides it out of an area of chairs and onto the street.,A man is riding a bike on the road.,A man is riding a motor-cycle in the street.,A man is riding a motorcycle through a town.,A man is riding a motorcycle.,A man is riding a motorcycle.,A man is riding a motorcycle.,A man is riding a motorcycle.,A man is riding a motorcycle.,A man is riding his motor bike.,A man is riding on motor bike.,A man rides a motorcycle.,A man rides his motorcycle through the city streets.,A man rode a motorcycle.,A man rode his motorcycle through town.,A person rides a bike through the neighborhood.,The man is riding a motorcycle.,A guy is siting in the ground.,a man driving bike very speedly,A man is riding a motorcycle.,A man was driving his bike and but he crashed,A person on the bike,A person riding bike,he is starting on the bik,the movie sillunu oru kadhal..,A guy is sitting in the play ground.,A man driving stylishly in his bike,A man is drinking.,A man is driving a motorcycle.,A man is riding a motorcycle through a city.,A man is riding a motorcycle.,A man is riding a motorcycle.,A man is riding his bike.,A man perform  some kind of stunts on his bike.,a man riding the bike.,A person is riding bike and singing.,An actor is riding the bike.,Surya is riding the bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,XNzXXiE6qR4_0_10,A black dog is riding a skateboard.,"A black dog standing with one leg on a skateboard on the road, gathers momentum and hops on the skateboard and rides it.",A dog is riding a skateboard.,A dog is riding a skateboard.,A dog is riding a skateboard.,A dog is riding a skateboard.,A dog is riding a skateboard.,A dog is riding on a skateboard.,A dog is riding on a skateboard.,A dog is skateboarding.,A dog is skateboarding.,A dog is skating on a skate-board.,A dog is skating.,A dog rides a skateboard.,A dog skateboards.,The dog is riding a skateboard.,The dog pushed the skateboard and rode it.,The dog skateboarded down the street.,A dog is skateboarding.,The dog is playing,the dog is playing,The dog is isceting on road,A dog is skateboarding.,A dog is riding a skateboard.,A dog is taking the skate and try to skate.,A dog is skating  on a skate-board.,A dog is riding a skateboard.,A dog is skateboarding.,A dog is going in the skating board,A dog is skating on a road.,Dog rides on a skateboard.,featuring a dog,A dog is riding a skateboard.,Cool dog riding a skateboard!,A dog is riding a skateboard.,a dog skating.,The dog is riding a skateboard.,A dog with incredible skills.,An incredible dog doing some sort of stunts with his master.,a dog skating,A dog is riding a skateboard.,A dog is skating,A dog rides a skateboard.,A dog is skateboarding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,YRSOc193Pxc_68_73,A boy attacks a piece of red paper with a pair of scissors.,A boy is cutting a paper.,A boy is cutting a piece of paper using a pair of scissors.,A boy is cutting a pink paper square with scissors.,A boy is cutting a red paper with a scissor.,A boy is cutting paper with a scissor.,A boy is cutting paper with scissors.,A boy is cutting paper.,A boy is cutting paper.,A boy is randomly making cuts in a piece of pink paper.,A boy randomly cuts up a small pink piece of paper.,a kid playing with a scissors and paper,A young boy with glasses is randomly snipping a small pink sheet of paper with scissors.,The boy cut up a red paper.,The boy is cutting up paper.,The boy made cuts into a red paper.,A boy is cutting something by a scissor.,The boy is cutting paper.,A boy is cutting a piece of paper.,A boy cutting paper with scissors.,A boy is cutting paper.,The boy is cutting a piece of colored paper into bits with a scissor.,A boy randomly cuts a piece of paper with scissors.,A young person in glasses trying to focus on something.,A boy playing with the scissors.,the boy is eating,A boy cuts a piece of paper.,small guy cutting paper without any design,A boy is playing with the toy gun.,A spectacle boy is cutting papers.,A boy is cutting a paper with a scissors.,A kid cuts up a piece of paper.,A MAN CUTING THE PAPER,A boy is cutting paper with scissors.,A boy is aggressively cutting a piece of paper with a pair of scissors.,A BOY IS CUTTING PAPER .,A boy is violently cutting paper.,Young boy doing a bunch of different things like spoofs on commercials.,A MAN SHOOTING HIMSELF WITH GUN,A boy is cutting  piece of paper with a pair of scissors.,a boy cuttiing paper with scissors,A boy is cutting paper.,A boy is cutting paper.,A guy is cutting a paper.,A boy is cutting paper with scissors.,A boy cuts up a pink peace of paper.,A short clip about a frustrated boy .,The boy cut a piece of red paper with scissors.,The boy is cutting paper.,Boy is cutting paper with scissors to the beat of music.,A boy cuts up some pink paper.,A boy is cutting paper .,The boy cut the red piece of paper with scissors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,GzlnqrzdYHU_32_40,A man and a woman are on stage singing into hand-held microphones.,A man and woman are singing on stage.,A man and woman are singing on stage.,A man and a woman or on stage singing into microphones.,A young man and a young woman are singing on stage.,A man and a woman are singing on the stage.,A man and woman are singing into microphones.,A young man and a young woman sing together on stage.,Two people are singing onstage.,A boy and girl are singing.,A man and woman are singing on stage.,The man and woman are singing.,Two people sing.,The teenagers sang on stage.,the boy and girl is a sing a song,Two people are singing and dancing.,Two Asian singers perform on stage.,A man and woman are singing on stage.,Two people are singing on a stage.,a boy and girl both are singing,A boy and a girl sing on stage.,They are singing,a man and a woman singing in some kind of concert.,The kids sang on stage.,people are singing song,The man and woman are singing.,a man and girl is singing,A man and a girl are performing on stage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,onxE6PpEXes_8_25,Two kids are playing on the beach.,A boy is on a beach.,A boy is playing at the beach.,A boy is running on a beach.,A child runs into and out of the ocean waves.,A little boy is playing at the beach.,A little boy runs into the ocean.,A small boy runs around on the beach.,"A small kid runs towards the water in a beach, touches the wave and runs back to the shore.",A toddler is running to see the ocena waves as they come up to the beach.,A toddler plays near the ocean.,A young boy is running toward and from the ocean waves.,The little boy is running in the sand.,The little boy ran to the ocean's edge.,the toddler ran to the ocean water.,Two boys are playing in the beach.,Kids are playing at beach.,the two baby's playing the water,children are moving into wave.,Two small boys are playing on the beach.,they childern are playing in the waves.,A toddler is on a beach.,little kids are playing.,Children are walking on the beach.,A child playing at the beach.,A baby is playing in the seashore.,A cute boy is playing with the wave.,A little boy is running toward the ocean.,A BOY IS PLAYIN IN WITH WAVES.,Two little boys play in the ocean.,A small boy runs across the sand to play in the ocean.,small boyes swiming on the beech,two children are ejoyoing in a beach,A little boy is running on the beach.,A little boy is running on the beach.,A child is running on a beach.,Children are playing on the beach.,Children playing at the beach in France.,Two young children running on the beach.,A little boy playing in the waves on the beach.,the two small children are playing in beach.,one little baby walking on sea shore,A baby is running towards the sea.,A small child with his mother playing on a beach.,A kid going to sea waves in order to immitate his father.,Children are playing on the beach.,boys are playing in the ocean water,people are playing in the sea,two baby bathing in see.,A toddler is playing on the beach.,A little boy is running on the beach.,Kids are enjoying on the beach.,Two children are playing at the beach.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,11xs9mFKObs_0_8,A penguin is carrying a stuffed penguin backpack and walking down a street.,A penguin is carrying a penguin backpack.,A penguin is carrying a penguin backpack.,A penguin wearing a backpack is walking down a street.,A penguin is walking with some backpack.,A penguin carrying a backpack is walking down a street.,A penguin is walking.,A penguin is wearing a penguin backpack.,A penguin is walking.,A penguin is walking with a backpack.,the penguin walked with a stuffed penguin strapped to its back.,The penguin is walking with a penguin backpack.,A penguin carries a stuffed animal on its back.,The penquin walked with a stuffed penguin strapped to his back.,a pet penguin with a bag,A DOLPHIN IS WALKING ON THE ROAD.,A penguin is walking.,a pet penguin is walking,the penguins are going with bag,A penguin is playing,A penguin with a funny backpack waddles along.,penguin is walking.,A penguin is walking while wearing a backpack.,A penguin is walking.,a bird walking.,A penguin is carrying around a stuffed penguin backpack.,The penguin carried a stuffed penguin on its back.,The penguin is using a penguin backpack.,A penguin is carrying a backpack and walking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,EKL6elkbFy0_16_30,A pencil is being sharpened.,A CNC lathe machine is sharpening a pencil.,A lathe is sharpening a pencil.,A machine is sharpening a pencil.,A machine is sharpening a pencil.,A machine is sharpening a pencil.,A machine sharpens a pencil.,A machine sharpens a pencil.,A new white colored pencil is sharpened at the tip by a CNC lathe machine.,A pencil is being sharpened with a robotic lathe.,A pencil is being sharpened.,A power lathe is cutting a wooden dowel.,A tool formed the tip of the pencil.,Someone is using a lathe to sharpen a pencil.,The machine is sharpening a pencil.,The machine shaved the end of the pencil.,A huge pencil sharpener is placed in the room.,A machine cutting iron,A machine is sharpening a pencil.,A machine is sharping a pencil,An instrument is sharpening one end of a pencil.,CNC lathe pencil sharpener,CNC lathe pencil sharpener,this is a electronic mission,this lathe pencil sharpener.,A CNC lathe machine doing the operatio of taper turning to make pencil shape.,A cnc pencil sharpener sharpening the pencil.,A huge machine is sharpening a small pencil.,A lathe machine sharpening the pencil,A lathe sharpens a pencil.,A lathe sharpens a pencil.,A lathe sharpens a pencil.,A lathe sharpens a pencil.,A machine is cutting a pencil.,A machine is operating.,A machine is sharpening a pencil.,A machine is sharpening a pencil.,A machine is sharping a pencil.,A pencil is being sharpened by a lathe.,A pencil is being sharpened by a machine.,A pencil is being sharpened by a sharpner.,A pencil is being sharpened.,A pencil is sharpened by an industrial machine.,A pencil is sharpned by machine.,A pencil sharpener is displayed.,machine is sharping the the pencil,Someone is sharpening a pencil with a lathe.,A MACHINE IS RUNNING IN THE FACTORY.,it is the pencil sharpaner,PREPARATION OF A PENCIL,A machine sharpens a pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,AoNnzlGhI04_112_128,A woman on her bed is watching TV.,A woman is laying in bed watching tv and changing channels with a remote control.,A woman is watching a television.,A woman is watching TV.,A woman is changing channels on a television.,A woman is seeing television.,A woman sitting on a bed is flipping through TV channels.,A woman is using a television remote control.,A woman lies in bed watching television.,A woman turns on the TV.,A girl is watching television.,A girl is laying in bed.,A woman is watching television.,The girl switched channels with the remote.,A woman sits on a bed and operates the television with a remote control.,The woman is sitting on the bed watching tv.,A women flips through the tv channels.,A woman is sitting on a bed watching television.,A woman checks out what's on TV.,The girl flipped through the stations with a remote.,A woman is watching t.v.,a lady watching the TV on her bed,A house wife is watching TV,A woman is watching television.,An Indian housewife on bed checking channels of t v.,A woman is watching TV on a bed.,A lady is watching television,a lady watching a film on t.v.,A woman is changing television channels with a remote.,A woman is watching tv.,The lady used the remote to flip through the tv channels.,A woman is watching television.,A woman watches television from her bed.,The woman is lying down on the bed.,housewife.,house wife life detail for this video,A woman is pressing a TV remote control,She is watching movie,the girl is watching the television,A girl is watching Television,A woman watching TV in her bedroom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,YXixZrSxefk_49_59,A person putting potatoes in a bowl.,A chef puts potato slices into a bowl of cold water.,A cook puts vegetables in a bowl of water.,A man is putting pieces of a whitish vegetable or fruit into a bowl of water.,A man is putting potato slices in a bowl of water.,A man is putting sliced potatoes into a bowl of water.,A man is putting sliced raw potatoes into a bowl of water.,A man is putting wedges of some kind of vegetable or fruit into a bowl of liquid.,A man is soaking sliced potato in water.,A man puts chopped potato slices into a bowl of cold water.,A person is placing food pieces in a bowl of water.,A person is placing potatoes in a bowl.,A person is putting pieces of potato into a bowl of water.,A person puts potato slices in a bowl of water.,A woman is putting sliced apples into a bowl.,Potatoes are being put into a bowl of water.,Someone put the raw cut potatoes into a bowl of water.,The lady put the peeled potatoe pieces in a bowl of water.,The man is submerging the potatoes in water.,A guy is making the gyro sandwich recipe.,A man is preparing the sandwich recipe.,A man is soaking some potatoes in a bowl of water.,Greek Gyro Sandwich Recipe With Tzatziki Sauce,Homemade French Fries Recipe.,one boy is cutting the vegitable.,one man putting potato slices in water.,putting pieces of potato in a bowl filled with water,A man is placing slices of potato in a bowl of water.,A man is prepairing sandvich recipe.,A man is putting potatoes in water.,A man is putting the ctted potatoes into the water.,a man is soaking the potatoes in the water.,A man putting potato slices in water.,a man putting potato slices into a water bowl.,A man putting the chopped potato in bowl filled with water.,A man washing potatoes inorder to clean them to make sandwiches from them.,A person is putting potatoes in a bowl of water.,A person is soaking potatoes in water.,A person places chopped up food items in a bowl of liquid.,A woman is placing sliced potato in a bowl flled with liquid.,Pieces are soaked into water pot.,Pieces of potato are soaked in cold water.,Someone is putting potatoes in water.,The person is keeping the lemon in the water,a person is showing recip of greek gyro sandwich,the person is cutting potato and cleaning,Someone is placing sliced potatoes in water to soak.,Washing the Potatoes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,zTn-nNj5Bng_61_77,A woman is riding her horse.,A girl is riding a horse.,A horse is trotting around a course in a field.,A man is riding on a horse.,A person is riding a horse.,A person is riding a horse.,A woman is riding a horse in an open ground surrounded by greenery.,A woman is riding a horse.,A woman is riding a horse.,A woman is riding on a horse.,A woman rides a horse.,A woman riding in horse competition.,An individual rides a horse around a field.,The hors and rider trotted in the field.,The horse and rider trotted in the field.,The woman is riding a horse.,A guy is riding in the horse.,A man is riding in the horse.,A man ride on a horse,a man riding horse.,A men walking on horse.,A woman galloping on a horse.,Horse Riding for men,man riding onthe horse,one man riding on a horse,Someone is riding a horse.,the horse and his jockey,The horseman  is riding in r race horse.,the man is riding the horse,A dressage rider on horse trots then canters.,A horse rider is riding his horse.,a man is riding  the horse.,A man is riding a horse,A man is riding a horse on a track.,A man is riding a horse.,A man is riding a horse.,A man is riding on the horse.,A man rides a horse within the demarcation on ground.,A man riding a horse.,A man riding on horse.,a man riding with horse,A person is riding a horse.,A person is riding a horse.,A person is riding a horse.,A person is riding a horse.,A person rides a horse  on a track.,A polo player taking some kind of training on a horse.,A rider trotting their horse in show.,People are riding a horse.,Someone is riding a horse.,A MAN IS RIDING ON THE HORSE.,A Horserider riding a horse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,kBjUDCyDCuI_20_26,A man is firing some type of firearm on full automatic.,A man shoots a 9mm automatic.,A man is shooting a gun.,A man is rapidly firing his Glock.,A man is shooting off a gun.,A man is firing an automatic pistol.,A man rapidly fires a gun.,A man is shooting a gun.,A man standing in an outdoor location fires a good amount of bullets continuously.,A man fires a gun in a shooting range.,The man shot an automatic pistol.,The man is shooting a machine gun.,A man is shooting a machine gun.,A man is shooting a gun.,A man shot an automatic gun at a target.,A man is doing firing randomly,A man is making gun shot,A man is shooting an automatic pistol.,A man is shooting with the gun.,A man with a small gun,Glock being fired at 298 rounds by various men at a gun range.,some people shooting,the man is shooting.,A man fires several rounds using an automatic weapon.,A man firing a weapon.,A man firing an automatic rifle.,A man firing bullets through an automatic pistol.,a man firing with a gun,A man is firing,A man is firing a gun outside.,A man is firing a gun.,A man is firing a gun.,A man is firing a pistol is full auto mode.,A man is firing an automatic weapon.,A man is shooting a gun.,A man is shooting a gun.,A man is shooting a gun.,A man is shooting a gun.,A man is shooting an odd looking gun.,A man is shooting on his pistol,A man is shooting with his gun.,A man is shooting with his gun.,A man is shooting.,A man is shooting.,A man is shooting.,a man shooting a gun,A man shooting the target with gun.,A man shooting using automated guns,a man shooting with gun.,A man shoots a gun on full auto.,A man shoots a gun.,A man shoots an automatic gun.,A man shoots off a round of bullets from his gun.,A shooter shoots rapidly many rounds.,Two men shooting out in the woods.,A MAN IS SHOOTING WITH AN AUTOMATED GUN.,the person is shooting the something,A  man is shooting something.,,,,,,,,,,,,,,,,,,,,,,,
1047,9LHg5RUGukI_63_68,A man takes two Toaster Scrambles out of a plastic bag.,A man removes food from a bag.,A man is taking Pillsbury Toaster Scrambles out of a package.,A man removes food from a bag.,A man opens a package of Toaster Scrambles.,A man is removing frozen pastries from their packaging.,A man is taking something from a packet.,A man is taking frozen food out of a package.,A man is removing food from its packaging.,A man is removing scramblers from a package.,A man is taking toaster scrambles out of a bag.,A man is taking some Toaster Scrambles from the package.,A man removes a couple of toaster scrambles from a plastic packet.,The man removed food from the plastic bag.,A man is removing frozen food from a wrapper.,A man takes some pastries out of a plastic bag.,the person is doing the something,Man pulls food out of a plastic bag.,A man is opening a bag of food.,A person opening food cover.,A man is pulling food out of a bag.,A person is cooking the snacks,A person is opening some Toaster Scrambles.,A chef is taking toaster scrambles out of a plastic bag.,a man  is taking out toaster scramble from a packet,a man cooking his kichen,The man removed the food from the plastic bag.,a fat men is making dish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,W_iR4YVCxUY_8_15,A black colored pet dog is biting a stuffed toy fish.,A doberman pincher is chewing on a toy.,A doberman pinscher is chewing on a stuffed animal toy.,A dog chews his toy.,A dog chews on a stuffed whale toy.,A dog chews on a tennis shoe.,A dog is chewing on a toy.,A dog is eating a doll.,A dog is playing with a toy.,A dog is playing with its stuffed toy whale.,A dog is playing with some kind of dog chew toy.,A dog is playing with toys.,A dog is trying to eat duplicate fish.,A dog playing with a toy,A dog plays with a toy.,The dog chewed a stuffed whale.,The dog chewed a toy.,The dog is chewing on a toy.,A dog is trying to bite a toy.,The dog is chewing the toys.,A dog is eating a toy.,A large dog is chewing on a stuffed toy.,A dog plays with his toys.,The dog is trying to bite off the stuffed toy.,A dog is chewing on a stuffed toy.,a dog is biting the soft toys with his teeth,A black man sleeping.,A dog playing with a stuffed toy.,A dog is chewing a toy.,A dog is licking a soft toy .,A dog chewing on a toy fish.,A dog is smelling the bed.,A dog is biting a toy.,A dog is playing with a stuffed animal toy.,A DOG IS PLAYING,A dog is chewing a stuffed animal.,This Doberman is on a mission.,A dog is chewing a stuffed toy.,a dog is playing with the soft toy.,"A Dobermin Pincher is chewing on a doll when a man, recording the video, asks what he is playing with.",Doberman Pinscher playing with his toys.,A DOG LICKING TOYS,A doberman is chewing on a soft toy.,A dog is chewing a stuffed toy.,A dog is eating a toy.,A dog is biting a doll.,A dog is eating dolls.,A dog is playing with a toy.,A dog is licking and chewing a stuffed toy.,A doberman playing with some sort of teddy by sitting on a bed.,A dog chews on a toy.,A dog is biting the soft toy.,A dog is chewing a toy,The dog chewed on his toy.,A dog is playing,The dog is playing with toys.,A Doberman is chewing on a plush toy.,A dog plays with a chew toy.,The dog chewed on his toy.,,,,,,,,,,,,,,,,,,,,,,
1049,z0Si1XxMibg_0_30,A baby gets licked by a dog.,A baby boy is playing with a dog.,A baby climbs on top of a sleeping dog.,A baby is climbing on and otherwise manhandling a dog.,A baby is laying on a dog.,A baby is playing with a bull dog.,A baby is playing with a dog.,A baby is playing with a dog.,A baby is playing with a dog.,A baby is playing with a dog.,A baby slaps and hits a dog.,A dog and toddler are playing.,A dog plays with a baby.,"A small baby is playing with his pet brown dog, seated next to him.",A small boy is playing with a dog.,A toddler is playing with a pet dog.,The baby is playing with the dog.,The dog played with the dog.,The dog put up with the baby's rough playing.,A baby is playing with a dog,A baby is playing with a dog on the floor.,A baby is playing with the dog,A cute baby playing with a dog,A little baby plays with a full grown boxer dog and the dog just takes the beating.,the baby is playing with the dog.,the baby play with the dog,A baby is mounting a sleeping dog.,A Baby is playing with a dog,A baby is playing with a dog.,A baby is playing with a dog.,A baby is playing with a dog.,A baby is playing with a dog's face.,A baby is playing with the dog,A baby is playing with the dog.,A baby pets a dog three times his size.,A baby playing with dog.,A baby playing with the dog.,A baby plays with a dog at home,A dog is playing with baby.,A little kid playing with a dog.,A Small baby playing with a bull dog.,Baby playing with a large dog.,playing baby and dog,the baby is playing with dog,A baby is Playing with Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Rq_VfjGH7kg_104_110,A couple ride on a scooter.,A man and a woman are riding on a motorcycle.,A man and a woman ride a motorcycle.,A man and woman are riding a motorbike.,A man and woman are riding a motorcycle down the street.,A man and woman are riding a motorized bicycle through a town.,A man and woman are riding on a motor bike.,A man and woman is riding on a mo-pad.,A man is dancing .,A man is riding a motorcycle with a woman passenger.,A man is riding a motorcycle with a woman.,A man rides with a woman on a motorcycle.,The couple are riding a motorcycle.,The couple are riding a motorcycle.,The man drove the girl on his motorcycle.,The man took the girl on a motorcycle ride.,Two people are riding a motorcycle.,Two people ride on a motor scooter.,the boy and girl is going on the bike driving,the tamil movie actor prassanna and the actoress sing vigallin,A man and woman are riding a motorcycle.,a girl with man on the bike.,A man and woman are riding on a motorcycle.,A man and woman are riding a motorcycle.,The hero and heroing were going in the bike and it is the cinema song vizhgalin aruginil,LOVERS GOING,featuring a film,A man and a woman are riding a scooter.,ACTOR AND ACTRESS ARE RIDING ON A MOTORBYKE IN A FILM SHOT,Two people are riding a motocycle.,Lovers on the bike,A man and woman ride on a motorcycle.,A couple riding happily on a bike,two artist going on a bike in a movie scene,excellent song and scences,A man is riding a bike.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,qLwgb3F0aPU_298_305,A group of men are running behind another man and mimicking all his actions.,Men are running.,Men are running in a prison yard.,Men are doing an exercise.,A group of men are exercising.,Men are doing exercises.,Several men are doing maneuvers as the run across the grass.,Men are exercising in a field.,A group of men run across a prison yard.,Some men are exercising on a field.,Men are running.,Men are running.,Several men are running and jumping in a field.,The men played follow the leader on the grass.,The men are exercising.,A group of people run and jump on a field.,mean machine 2001 part.1,the boys are running in the garden,the group of persons doing exercise in the play ground,Men are running in a prison yard.,guys running on the ground.,A PEOPLE ARE DOING WORKOUT.,mean  machine 2010 part,Men are running and jumping in the air.,featuring some persons running,a moviescene where many artists are together,Some men are exercising.,A video clip from a t.v. show about a man in prison.,A group of men are running in the field.,A movie main machine 2001.,all people are running.,"Routine workout by prisoners in movie "" Mean Machine """,the people were playing in the ground,"Many person""s are doing the exercise",The men are exercising.,some people is doing exercise,A group of prisoners run and exercise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,pRpeEdMmmQ0_1_18,A man kicked a soccer ball.,A football player is making his goal shot.,A soccer player scores on a penalty shot and celebrates.,A soccer player is kicking a soccer ball into the goal at a game.,A soccer player scores a goal.,A soccer player makes a goal.,A goal keeper waits in full focus as a man of the opposite team kicks the football into the goal post.,a soccer player trying to score a goal,The soccer player kicked the ball into the goal.,The soccer player made a goal.,A soccer player kicks a goal.,The soccer player kicks the ball into the goal.,A girl is singing and dancing.,A girl is singing and dancing.,A kicker in a soccer game scores on the goalie.,A soccer player kicks a goal.,she was danced,Some people playing soccer.,two teams are playing soccer in a stadium.,A beautiful girl in red dress singing with drummers in the background.,A clip of shakira's performance on a song.,A guy kicks a ball into a goal.,a lady and crew performing theme song of football,A lady is dancing.,A man is kicking a soccer goal.,A man is kicking the ball past the goalie to score.,"A man kicks a ball into a net, making a goal.",A man kicks a soccer ball and scores a goal for his team.,A man scores a goal in soccer.,A man scores a soccer goal.,A soccer goalie and a member of the opposite team are facing off during a shootout.,A soccer goalie misses a kick from an opposing player.,A soccer player makes a goal.,A song of football,An athlete kicks a soccer ball into the goal and celebrates.,Men playing soccer.,The soccer player made a goal.,Two teams playing soccer in a stadium.,vedio is blocked.,SHAKIRA IS SINGING ABOUT FOOT BALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
